"Year","Abundance","se","ci_l","ci_u","cv","Species"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Sheepshead"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Sheepshead"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Sheepshead"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Sheepshead"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Sheepshead"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Sheepshead"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Sheepshead"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Sheepshead"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Sheepshead"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Sheepshead"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Southern Kingfish"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Southern Kingfish"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Southern Kingfish"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Southern Kingfish"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Southern Kingfish"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Southern Kingfish"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Southern Kingfish"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Southern Kingfish"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Southern Kingfish"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Southern Kingfish"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Southern Kingfish"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Southern Kingfish"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Southern Kingfish"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Southern Kingfish"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Southern Kingfish"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Southern Kingfish"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Southern Kingfish"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Southern Kingfish"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Southern Kingfish"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Southern Kingfish"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Southern Kingfish"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Southern Kingfish"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Southern Kingfish"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Southern Kingfish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Southern Kingfish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Southern Kingfish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Southern Kingfish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Southern Kingfish"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"American Harvestfish"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"American Harvestfish"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"American Harvestfish"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"American Harvestfish"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"American Harvestfish"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"American Harvestfish"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"American Harvestfish"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"American Harvestfish"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"American Harvestfish"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"American Harvestfish"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"American Harvestfish"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"American Harvestfish"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"American Harvestfish"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"American Harvestfish"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"American Harvestfish"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"American Harvestfish"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"American Harvestfish"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"American Harvestfish"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"American Harvestfish"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"American Harvestfish"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"American Harvestfish"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"American Harvestfish"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"American Harvestfish"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"American Harvestfish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"American Harvestfish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"American Harvestfish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"American Harvestfish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"American Harvestfish"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Horseshoe Crab"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Horseshoe Crab"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Horseshoe Crab"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Horseshoe Crab"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Horseshoe Crab"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Horseshoe Crab"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Horseshoe Crab"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Horseshoe Crab"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Horseshoe Crab"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Horseshoe Crab"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Horseshoe Crab"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Horseshoe Crab"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Horseshoe Crab"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Horseshoe Crab"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Horseshoe Crab"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Horseshoe Crab"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Horseshoe Crab"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Horseshoe Crab"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Horseshoe Crab"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Horseshoe Crab"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Horseshoe Crab"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Horseshoe Crab"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Horseshoe Crab"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Horseshoe Crab"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Horseshoe Crab"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Horseshoe Crab"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Horseshoe Crab"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Horseshoe Crab"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Striped Burrfish"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Striped Burrfish"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Striped Burrfish"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Striped Burrfish"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Striped Burrfish"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Striped Burrfish"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Striped Burrfish"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Striped Burrfish"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Striped Burrfish"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Striped Burrfish"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Striped Burrfish"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Striped Burrfish"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Striped Burrfish"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Striped Burrfish"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Striped Burrfish"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Striped Burrfish"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Striped Burrfish"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Striped Burrfish"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Striped Burrfish"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Striped Burrfish"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Striped Burrfish"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Striped Burrfish"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Striped Burrfish"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Striped Burrfish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Striped Burrfish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Striped Burrfish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Striped Burrfish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Striped Burrfish"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Silver Perch"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Silver Perch"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Silver Perch"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Silver Perch"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Silver Perch"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Silver Perch"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Silver Perch"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Silver Perch"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Silver Perch"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Silver Perch"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Silver Perch"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Silver Perch"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Silver Perch"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Silver Perch"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Silver Perch"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Silver Perch"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Silver Perch"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Silver Perch"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Silver Perch"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Silver Perch"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Silver Perch"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Silver Perch"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Silver Perch"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Silver Perch"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Silver Perch"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Silver Perch"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Silver Perch"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Silver Perch"
"1991",0.135802469135802,0.0670529302229715,0.00438114084090105,0.267223797430704,0.493753395278245,"Bluefish"
"1992",0.198019801980198,0.0577636254020964,0.0848051765756262,0.31123442738477,0.291706308280587,"Bluefish"
"1993",0.136363636363636,0.0356390637067069,0.0665123550557623,0.20621491767151,0.261353133849184,"Bluefish"
"1994",0.0888888888888889,0.0279548968816011,0.0340982978094198,0.143679479968358,0.314492589918012,"Bluefish"
"1995",0.108045977011494,0.0212926014117329,0.0663132451073311,0.149778708915657,0.197069821576677,"Bluefish"
"1996",0.0505747126436782,0.0135789053284828,0.0239605472503729,0.0771888780369834,0.268491991722273,"Bluefish"
"1997",0.0589473684210526,0.0126904173198181,0.0340746075254258,0.0838201293166794,0.215283865246914,"Bluefish"
"1998",0.267148014440433,0.0639767264631408,0.141755934723907,0.39254009415696,0.239480449057973,"Bluefish"
"1999",0.133099824868651,0.0277854918011884,0.0786412616455892,0.187558388091714,0.208756787085245,"Bluefish"
"2000",0.147329650092081,0.0500318557002769,0.0492690148398333,0.245390285344329,0.33959122056563,"Bluefish"
"2001",0.0903732809430255,0.017769437226562,0.0555458239534186,0.125200737932632,0.196622685833045,"Bluefish"
"2002",0.064327485380117,0.012151001782098,0.0405119595111228,0.0881430112491111,0.188892845885342,"Bluefish"
"2003",0.0748752079866889,0.0399131448995885,-0.00335311852623321,0.153103534499611,0.533062224103394,"Bluefish"
"2004",0.05,0.0111129130657532,0.0282190906277991,0.0717809093722009,0.222258261315064,"Bluefish"
"2005",0.0461538461538462,0.0150704634314062,0.0166162805979621,0.0756914117097302,0.326526707680467,"Bluefish"
"2006",0.063752276867031,0.0150985409139053,0.0341596804566722,0.0933448732773897,0.236831398906685,"Bluefish"
"2007",0.0625,0.020123152848672,0.0230593451612082,0.101940654838792,0.321970445578753,"Bluefish"
"2008",0.0970873786407767,0.021536958022916,0.0548757165793104,0.139299040702243,0.221830667636035,"Bluefish"
"2009",0.168905950095969,0.0304095441774653,0.109304338721858,0.228507561470081,0.180038324050675,"Bluefish"
"2010",0.174460431654676,0.0266452120661792,0.122236775644533,0.22668408766482,0.152729256791707,"Bluefish"
"2011",0.150847457627119,0.0285256829569842,0.0949381463970216,0.206756768857216,0.18910284207439,"Bluefish"
"2012",0.0567765567765568,0.0168968728401993,0.0236592945584132,0.0898938189947003,0.297602986153187,"Bluefish"
"2013",0.0557620817843866,0.0197000898162184,0.0171506152523943,0.094373548316379,0.35328827737085,"Bluefish"
"2014",0.121807465618861,0.0269665474030005,0.0689540039215875,0.174660927316134,0.221386655292375,"Bluefish"
"2015",0.120458891013384,0.021064391713429,0.0791734418988195,0.161744340127949,0.174867886763863,"Bluefish"
"2016",0.115942028985507,0.0209861432612405,0.074809944019078,0.157074113951937,0.181005485628199,"Bluefish"
"2017",0.0647321428571428,0.0208302559523719,0.0239055914017428,0.105558694312543,0.321791540229746,"Bluefish"
"2018",0.183333333333333,0.053090308913782,0.0792782399342149,0.287388426732452,0.289583503166084,"Bluefish"
